"","region","subregion","region_type","violent","murder","rape","robbery","assault","property","burglary","larceny","car","arson"
"1044","missouri","newton","metropolitan  ",86,2,9,1,74,789,207,496,86,13
"1045","missouri","osage","metropolitan  ",7,0,1,2,4,153,46,97,10,1
"1046","missouri","platte","metropolitan  ",41,0,2,2,37,337,81,248,8,3
"1047","missouri","polk","metropolitan  ",31,0,4,0,27,318,145,155,18,0
"1048","missouri","ray2","metropolitan  ",19,0,0,0,19,98,42,49,7,0
"1049","missouri","st. charles","metropolitan  ",203,1,6,17,179,1293,301,920,72,13
"1050","missouri","st. louis county police department","metropolitan  ",1165,15,83,328,739,11407,2530,7767,1110,75
"1051","missouri","warren","metropolitan  ",110,0,2,3,105,232,72,138,22,5
"1052","missouri","washington","metropolitan  ",34,2,0,0,32,189,48,105,36,0
"1053","missouri","webster","metropolitan  ",45,0,0,0,45,240,77,144,19,2
"1054","missouri","adair","nonmetropolitan  ",14,0,2,0,12,12,8,2,2,0
"1055","missouri","atchison","nonmetropolitan  ",0,0,0,0,0,26,7,17,2,0
"1056","missouri","audrain","nonmetropolitan  ",12,0,0,2,10,160,58,96,6,0
"1057","missouri","barry","nonmetropolitan  ",83,0,4,0,79,361,107,245,9,0
"1058","missouri","barton","nonmetropolitan  ",13,0,3,1,9,83,25,58,0,4
"1059","missouri","benton","nonmetropolitan  ",53,0,4,1,48,190,56,129,5,0
"1060","missouri","butler","nonmetropolitan  ",53,0,0,2,51,545,149,355,41,0
"1061","missouri","camden","nonmetropolitan  ",39,0,0,0,39,459,123,301,35,2
"1062","missouri","carroll","nonmetropolitan  ",6,0,2,1,3,43,7,25,11,0
"1063","missouri","carter","nonmetropolitan  ",0,0,0,0,0,33,11,16,6,0
"1064","missouri","cedar","nonmetropolitan  ",3,0,0,0,3,82,24,57,1,0
"1065","missouri","clark","nonmetropolitan  ",9,0,1,1,7,50,25,20,5,0
"1066","missouri","cooper","nonmetropolitan  ",8,0,1,0,7,184,69,100,15,1
"1067","missouri","crawford","nonmetropolitan  ",5,0,0,0,5,127,43,74,10,0
"1068","missouri","dade","nonmetropolitan  ",3,0,0,0,3,58,12,33,13,0
"1069","missouri","daviess","nonmetropolitan  ",2,0,0,0,2,66,33,27,6,0
"1070","missouri","dent","nonmetropolitan  ",9,1,0,0,8,110,44,61,5,1
"1071","missouri","douglas4","nonmetropolitan  ",NA,2,0,0,NA,97,40,39,18,2
"1072","missouri","dunklin","nonmetropolitan  ",24,0,1,1,22,245,58,173,14,1
"1073","missouri","gasconade","nonmetropolitan  ",5,0,0,0,5,141,49,81,11,0
"1074","missouri","gentry","nonmetropolitan  ",3,0,1,1,1,48,21,25,2,2
"1075","missouri","grundy","nonmetropolitan  ",4,0,1,0,3,42,18,20,4,0
"1076","missouri","harrison","nonmetropolitan  ",4,0,0,0,4,53,23,29,1,0
"1077","missouri","henry","nonmetropolitan  ",40,0,6,0,34,277,95,155,27,1
"1078","missouri","hickory","nonmetropolitan  ",3,1,0,0,2,121,43,65,13,0
"1079","missouri","holt","nonmetropolitan  ",9,0,0,1,8,64,28,32,4,0
"1080","missouri","howell","nonmetropolitan  ",57,2,4,0,51,394,130,235,29,3
"1081","missouri","iron","nonmetropolitan  ",20,0,0,0,20,73,20,39,14,0
"1082","missouri","johnson","nonmetropolitan  ",34,0,0,0,34,307,100,180,27,0
"1083","missouri","knox","nonmetropolitan  ",4,0,0,0,4,105,18,87,0,0
"1084","missouri","laclede","nonmetropolitan  ",33,1,5,0,27,305,88,177,40,5
"1085","missouri","lawrence","nonmetropolitan  ",48,0,1,2,45,307,107,175,25,3
"1086","missouri","lewis","nonmetropolitan  ",6,0,0,1,5,56,15,39,2,0
"1087","missouri","linn","nonmetropolitan  ",17,0,0,0,17,65,34,24,7,2
"1088","missouri","livingston","nonmetropolitan  ",1,0,0,0,1,61,28,31,2,0
"1089","missouri","macon4","nonmetropolitan  ",NA,0,0,0,NA,55,25,27,3,0
"1090","missouri","madison","nonmetropolitan  ",12,0,1,0,11,61,22,31,8,0
"1091","missouri","maries","nonmetropolitan  ",8,0,0,1,7,65,31,29,5,0
"1092","missouri","marion","nonmetropolitan  ",4,0,0,0,4,70,14,53,3,1
"1093","missouri","mercer","nonmetropolitan  ",3,0,0,0,3,28,18,7,3,1
"1094","missouri","miller","nonmetropolitan  ",62,2,4,0,56,223,67,130,26,0
"1095","missouri","mississippi","nonmetropolitan  ",19,1,0,0,18,57,17,38,2,0
"1096","missouri","monroe","nonmetropolitan  ",15,0,1,1,13,80,38,38,4,0
"1097","missouri","montgomery","nonmetropolitan  ",13,1,0,0,12,99,54,38,7,0
"1098","missouri","morgan","nonmetropolitan  ",73,0,1,1,71,267,117,135,15,0
"1099","missouri","new madrid","nonmetropolitan  ",38,3,0,1,34,56,17,33,6,1
"1100","missouri","nodaway","nonmetropolitan  ",12,1,0,0,11,146,55,78,13,0
"1101","missouri","oregon","nonmetropolitan  ",22,1,0,1,20,35,4,29,2,1
"1102","missouri","ozark4","nonmetropolitan  ",NA,4,2,1,NA,152,78,67,7,0
"1103","missouri","pemiscot","nonmetropolitan  ",12,2,3,2,5,109,33,69,7,0
"1104","missouri","perry","nonmetropolitan  ",9,0,0,0,9,88,20,61,7,1
"1105","missouri","pettis","nonmetropolitan  ",37,0,0,0,37,249,63,171,15,1
"1106","missouri","phelps","nonmetropolitan  ",52,0,3,1,48,323,85,219,19,2
"1107","missouri","pike","nonmetropolitan  ",12,0,0,0,12,101,39,44,18,4
"1108","missouri","pulaski","nonmetropolitan  ",103,2,15,4,82,298,119,160,19,1
"1109","missouri","putnam","nonmetropolitan  ",1,0,0,0,1,12,9,3,0,0
"1110","missouri","ralls","nonmetropolitan  ",23,0,3,0,20,116,45,63,8,3
"1111","missouri","randolph2","nonmetropolitan  ",7,0,0,0,7,82,32,44,6,0
"1112","missouri","reynolds","nonmetropolitan  ",6,0,1,0,5,18,12,1,5,0
"1113","missouri","ripley","nonmetropolitan  ",23,1,1,2,19,207,62,135,10,2
"1114","missouri","saline","nonmetropolitan  ",14,0,4,0,10,125,44,66,15,0
"1115","missouri","schuyler","nonmetropolitan  ",5,0,2,0,3,9,1,5,3,1
"1116","missouri","scotland","nonmetropolitan  ",1,1,0,0,0,26,9,15,2,1
"1117","missouri","scott","nonmetropolitan  ",24,0,1,2,21,145,35,102,8,1
"1118","missouri","shannon","nonmetropolitan  ",11,0,1,0,10,40,14,23,3,0
"1119","missouri","shelby","nonmetropolitan  ",0,0,0,0,0,66,32,32,2,0
"1120","missouri","st. clair","nonmetropolitan  ",6,2,0,1,3,138,50,86,2,0
"1121","missouri","ste. genevieve","nonmetropolitan  ",22,1,0,0,21,163,50,96,17,4
"1122","missouri","st. francois","nonmetropolitan  ",76,0,4,2,70,607,191,361,55,5
"1123","missouri","stoddard","nonmetropolitan  ",23,0,1,2,20,143,76,66,1,0
"1124","missouri","stone","nonmetropolitan  ",104,1,2,3,98,604,189,347,68,2
"1125","missouri","sullivan","nonmetropolitan  ",11,0,2,0,9,71,27,31,13,1
"1126","missouri","taney","nonmetropolitan  ",98,0,8,1,89,584,147,390,47,0
"1127","missouri","texas","nonmetropolitan  ",20,0,3,0,17,188,50,123,15,4
"1128","missouri","vernon","nonmetropolitan  ",34,0,3,1,30,238,58,153,27,4
"1129","missouri","wayne","nonmetropolitan  ",27,0,0,0,27,94,35,49,10,0
"1130","missouri","worth","nonmetropolitan  ",6,0,0,0,6,22,8,13,1,0
"1131","missouri","wright","nonmetropolitan  ",24,1,0,1,22,95,34,54,7,0
"1132","montana","cascade","metropolitan  ",48,1,3,1,43,327,48,254,25,2
"1133","montana","missoula","metropolitan  ",114,1,14,2,97,659,136,470,53,9
"1134","montana","yellowstone","metropolitan  ",60,0,10,0,50,596,120,424,52,3
"1135","montana","beaverhead","nonmetropolitan  ",14,0,0,0,14,49,10,36,3,0
"1136","montana","big horn","nonmetropolitan  ",58,0,1,1,56,166,8,138,20,1
"1137","montana","blaine","nonmetropolitan  ",4,0,1,0,3,27,7,18,2,0
"1138","montana","broadwater","nonmetropolitan  ",10,1,4,0,5,91,2,87,2,1
"1139","montana","carter","nonmetropolitan  ",0,0,0,0,0,2,1,1,0,0
"1140","montana","chouteau","nonmetropolitan  ",1,0,0,0,1,20,2,14,4,2
"1141","montana","dawson","nonmetropolitan  ",6,0,4,0,2,83,6,73,4,0
"1142","montana","deer lodge","nonmetropolitan  ",27,0,1,0,26,135,18,97,20,1
"1143","montana","fallon","nonmetropolitan  ",0,0,0,0,0,7,0,7,0,0
"1144","montana","fergus","nonmetropolitan  ",7,0,0,0,7,30,8,19,3,0
"1145","montana","flathead","nonmetropolitan  ",197,3,18,7,169,1201,211,896,94,6
"1146","montana","gallatin","nonmetropolitan  ",49,0,19,1,29,423,71,309,43,5
"1147","montana","garfield","nonmetropolitan  ",0,0,0,0,0,0,0,0,0,0
"1148","montana","glacier","nonmetropolitan  ",9,0,1,0,8,40,3,32,5,0
"1149","montana","granite","nonmetropolitan  ",0,0,0,0,0,33,4,27,2,0
"1150","montana","hill","nonmetropolitan  ",32,1,4,2,25,145,9,125,11,2
"1151","montana","jefferson","nonmetropolitan  ",15,0,3,0,12,48,12,31,5,1
"1152","montana","judith basin","nonmetropolitan  ",3,0,0,0,3,13,4,9,0,0
"1153","montana","lake","nonmetropolitan  ",53,1,7,0,45,291,66,188,37,6
"1154","montana","lewis and clark","nonmetropolitan  ",36,0,3,0,33,270,65,178,27,4
"1155","montana","lincoln","nonmetropolitan  ",25,1,5,0,19,239,51,169,19,1
"1156","montana","madison","nonmetropolitan  ",13,1,1,0,11,83,23,55,5,2
"1157","montana","mccone","nonmetropolitan  ",1,0,0,0,1,18,2,9,7,0
"1158","montana","meagher","nonmetropolitan  ",4,0,1,0,3,14,1,13,0,0
"1159","montana","mineral","nonmetropolitan  ",13,0,0,1,12,11,4,5,2,0
"1160","montana","musselshell","nonmetropolitan  ",9,0,0,0,9,58,2,56,0,1
"1161","montana","park","nonmetropolitan  ",29,1,4,0,24,74,25,42,7,2
"1162","montana","phillips","nonmetropolitan  ",5,0,0,0,5,56,18,34,4,0
"1163","montana","pondera","nonmetropolitan  ",1,0,1,0,0,11,1,9,1,0
"1164","montana","powell","nonmetropolitan  ",25,0,0,1,24,123,20,100,3,1
"1165","montana","ravalli","nonmetropolitan  ",41,0,6,0,35,345,68,265,12,3
"1166","montana","roosevelt","nonmetropolitan  ",18,0,0,0,18,29,7,19,3,0
"1167","montana","rosebud","nonmetropolitan  ",14,0,1,1,12,67,7,54,6,0
"1168","montana","sanders","nonmetropolitan  ",27,2,4,1,20,122,10,101,11,1
"1169","montana","sheridan","nonmetropolitan  ",8,0,1,0,7,74,16,53,5,0
"1170","montana","silver bow","nonmetropolitan  ",148,0,8,4,136,1473,196,1139,138,5
"1171","montana","stillwater","nonmetropolitan  ",8,0,0,0,8,42,16,22,4,0
"1172","montana","sweet grass","nonmetropolitan  ",12,0,1,0,11,22,3,16,3,0
"1173","montana","teton","nonmetropolitan  ",2,0,0,0,2,56,10,45,1,0
"1174","montana","toole","nonmetropolitan  ",15,0,2,0,13,86,10,72,4,2
"1175","montana","valley","nonmetropolitan  ",3,0,0,0,3,26,4,19,3,0
"1176","montana","wibaux","nonmetropolitan  ",0,0,0,0,0,3,0,3,0,0
"1177","nebraska","cass","metropolitan  ",10,0,1,1,8,245,72,162,11,2
"1178","nebraska","dakota","metropolitan  ",8,0,0,1,7,27,9,14,4,0
"1179","nebraska","dixon","metropolitan  ",4,0,2,0,2,76,25,44,7,0
"1180","nebraska","douglas","metropolitan  ",165,0,5,9,151,1151,273,795,83,0
"1181","nebraska","lancaster","metropolitan  ",22,2,3,1,16,347,82,255,10,3
"1182","nebraska","sarpy","metropolitan  ",21,0,12,1,8,767,124,593,50,3
"1183","nebraska","saunders","metropolitan  ",6,0,0,0,6,75,29,45,1,0
"1184","nebraska","washington","metropolitan  ",1,0,0,1,0,119,22,86,11,2
"1185","nebraska","adams","nonmetropolitan  ",3,0,1,2,0,149,44,101,4,2
"1186","nebraska","antelope","nonmetropolitan  ",1,0,0,0,1,24,8,15,1,0
"1187","nebraska","arthur","nonmetropolitan  ",0,0,0,0,0,0,0,0,0,0
"1188","nebraska","box butte","nonmetropolitan  ",1,0,0,0,1,7,2,4,1,0
"1189","nebraska","boyd","nonmetropolitan  ",1,0,0,0,1,13,6,7,0,0
"1190","nebraska","brown","nonmetropolitan  ",1,0,0,0,1,51,9,40,2,0
"1191","nebraska","buffalo","nonmetropolitan  ",12,0,5,0,7,126,25,89,12,1
"1192","nebraska","burt","nonmetropolitan  ",7,0,1,0,6,37,15,22,0,0
"1193","nebraska","butler","nonmetropolitan  ",9,0,1,4,4,22,4,18,0,0
"1194","nebraska","cedar","nonmetropolitan  ",0,0,0,0,0,1,0,1,0,0
"1195","nebraska","chase","nonmetropolitan  ",1,0,0,0,1,14,4,9,1,0
"1196","nebraska","cherry","nonmetropolitan  ",3,0,0,0,3,8,3,4,1,0
"1197","nebraska","colfax","nonmetropolitan  ",9,0,0,0,9,45,5,37,3,0
"1198","nebraska","cuming","nonmetropolitan  ",0,0,0,0,0,10,1,9,0,0
"1199","nebraska","custer","nonmetropolitan  ",3,0,1,0,2,51,8,37,6,0
"1200","nebraska","dawes","nonmetropolitan  ",1,0,0,0,1,11,4,7,0,0
"1201","nebraska","dawson","nonmetropolitan  ",10,1,3,0,6,83,17,54,12,0
"1202","nebraska","deuel","nonmetropolitan  ",0,0,0,0,0,31,6,21,4,1
"1203","nebraska","dodge","nonmetropolitan  ",9,0,0,2,7,175,44,120,11,0
"1204","nebraska","franklin","nonmetropolitan  ",0,0,0,0,0,19,1,15,3,0
"1205","nebraska","frontier","nonmetropolitan  ",0,0,0,0,0,27,5,20,2,0
"1206","nebraska","furnas","nonmetropolitan  ",2,0,0,0,2,33,5,22,6,0
"1207","nebraska","gosper","nonmetropolitan  ",0,0,0,0,0,13,1,12,0,0
"1208","nebraska","hall","nonmetropolitan  ",12,0,1,2,9,225,57,152,16,2
"1209","nebraska","hamilton","nonmetropolitan  ",2,0,1,1,0,50,8,40,2,0
"1210","nebraska","harlan","nonmetropolitan  ",2,0,2,0,0,4,1,0,3,0
"1211","nebraska","hitchcock","nonmetropolitan  ",1,0,0,0,1,4,4,0,0,0
"1212","nebraska","hooker","nonmetropolitan  ",0,0,0,0,0,0,0,0,0,0
"1213","nebraska","jefferson","nonmetropolitan  ",0,0,0,0,0,87,21,61,5,0
"1214","nebraska","kearney","nonmetropolitan  ",3,0,1,0,2,59,7,49,3,0
"1215","nebraska","keith","nonmetropolitan  ",0,0,0,0,0,56,12,42,2,0
"1216","nebraska","keya paha","nonmetropolitan  ",1,0,0,0,1,9,3,6,0,0
"1217","nebraska","knox","nonmetropolitan  ",0,0,0,0,0,37,15,22,0,0
"1218","nebraska","lincoln","nonmetropolitan  ",18,1,2,1,14,191,30,159,2,0
"1219","nebraska","madison","nonmetropolitan  ",7,0,2,1,4,74,15,52,7,3
"1220","nebraska","merrick","nonmetropolitan  ",8,0,0,0,8,54,14,36,4,0
"1221","nebraska","morrill","nonmetropolitan  ",2,0,0,0,2,29,4,22,3,0
"1222","nebraska","nance","nonmetropolitan  ",4,0,0,0,4,11,1,10,0,0
"1223","nebraska","otoe","nonmetropolitan  ",3,1,0,1,1,64,11,47,6,1
"1224","nebraska","pawnee","nonmetropolitan  ",2,0,0,0,2,57,10,38,9,0
"1225","nebraska","perkins","nonmetropolitan  ",2,0,1,0,1,36,16,16,4,0
"1226","nebraska","phelps","nonmetropolitan  ",0,0,0,0,0,33,2,26,5,1
"1227","nebraska","platte","nonmetropolitan  ",4,0,0,0,4,161,51,103,7,1
"1228","nebraska","polk","nonmetropolitan  ",0,0,0,0,0,60,7,52,1,0
"1229","nebraska","red willow","nonmetropolitan  ",0,0,0,0,0,35,7,25,3,0
"1230","nebraska","richardson","nonmetropolitan  ",3,0,0,0,3,98,28,64,6,0
"1231","nebraska","rock","nonmetropolitan  ",0,0,0,0,0,9,3,6,0,0
"1232","nebraska","saline","nonmetropolitan  ",3,0,1,0,2,66,31,29,6,1
"1233","nebraska","scotts bluff","nonmetropolitan  ",9,1,4,0,4,104,21,74,9,0
"1234","nebraska","sheridan","nonmetropolitan  ",3,0,0,0,3,50,13,35,2,0
"1235","nebraska","sherman","nonmetropolitan  ",2,0,0,0,2,12,3,8,1,0
"1236","nebraska","sioux","nonmetropolitan  ",0,0,0,0,0,0,0,0,0,0
"1237","nebraska","stanton","nonmetropolitan  ",3,0,0,0,3,42,9,31,2,0
"1238","nebraska","thayer","nonmetropolitan  ",2,0,0,0,2,96,21,69,6,1
"1239","nebraska","wayne","nonmetropolitan  ",2,0,0,0,2,14,3,10,1,0
"1240","nebraska","webster","nonmetropolitan  ",2,0,0,0,2,34,9,21,4,0
"1241","nebraska","wheeler","nonmetropolitan  ",1,0,0,0,1,5,1,4,0,0
"1242","nebraska","york","nonmetropolitan  ",2,0,1,0,1,54,7,41,6,0
"1243","nevada","carson city","metropolitan  ",231,0,0,24,207,1265,291,874,100,8
"1244","nevada","storey","metropolitan  ",12,0,0,2,10,64,23,37,4,0
"1245","nevada","washoe","metropolitan  ",239,0,1,14,224,1516,530,824,162,8
"1246","nevada","churchill","nonmetropolitan  ",20,1,3,1,15,205,68,119,18,1
"1247","nevada","douglas","nonmetropolitan  ",62,1,7,5,49,747,193,509,45,7
"1248","nevada","elko","nonmetropolitan  ",24,0,9,1,14,188,91,80,17,4
"1249","nevada","esmeralda","nonmetropolitan  ",3,0,0,0,3,10,5,3,2,1
"1250","nevada","eureka","nonmetropolitan  ",6,0,1,0,5,17,6,9,2,0
"1251","nevada","humboldt","nonmetropolitan  ",59,0,0,1,58,48,27,18,3,4
"1252","nevada","lander","nonmetropolitan  ",49,0,10,2,37,118,28,78,12,0
"1253","nevada","lincoln","nonmetropolitan  ",6,1,0,1,4,34,7,22,5,2
"1254","nevada","lyon","nonmetropolitan  ",83,0,1,5,77,781,253,455,73,4
"1255","nevada","mineral","nonmetropolitan  ",15,0,0,0,15,24,14,7,3,0
"1256","nevada","nye","nonmetropolitan  ",124,4,23,20,77,892,275,507,110,14
"1257","nevada","pershing","nonmetropolitan  ",33,0,4,2,27,51,25,23,3,0
"1258","nevada","white pine","nonmetropolitan  ",20,2,1,3,14,111,45,55,11,0
"1259","new hampshire","rockingham","metropolitan  ",44,0,0,0,44,1,0,1,0,0
"1260","new hampshire","carroll","nonmetropolitan  ",3,0,1,0,2,33,11,17,5,1
"1261","new hampshire","cheshire","nonmetropolitan  ",2,0,0,0,2,8,0,8,0,0
"1262","new hampshire","merrimack","nonmetropolitan  ",6,0,1,0,5,4,0,4,0,1
"1263","new mexico","bernalillo","metropolitan  ",942,10,54,137,741,2733,940,1369,424,60
"1264","new mexico","dona ana","metropolitan  ",304,5,26,8,265,1348,431,757,160,21
"1265","new mexico","sandoval","metropolitan  ",36,0,2,1,33,183,120,62,1,0
"1266","new mexico","san juan","metropolitan  ",258,4,35,6,213,920,266,559,95,3
"1267","new mexico","santa fe","metropolitan  ",179,3,27,13,136,778,551,210,17,11
"1268","new mexico","valencia","metropolitan  ",108,5,13,12,78,991,458,306,227,27
"1269","new mexico","catron","nonmetropolitan  ",2,0,0,0,2,19,9,10,0,0
"1270","new mexico","chaves","nonmetropolitan  ",56,2,11,3,40,417,227,149,41,1
"1271","new mexico","cibola","nonmetropolitan  ",14,0,0,0,14,85,48,29,8,0
"1272","new mexico","colfax","nonmetropolitan  ",4,0,0,0,4,12,6,6,0,0
"1273","new mexico","curry7","nonmetropolitan  ",17,0,0,2,15,NA,56,NA,16,2
"1274","new mexico","eddy","nonmetropolitan  ",67,0,19,5,43,445,165,259,21,0
"1275","new mexico","grant","nonmetropolitan  ",13,2,0,0,11,70,38,32,0,0
"1276","new mexico","lincoln","nonmetropolitan  ",52,0,0,0,52,131,57,71,3,0
"1277","new mexico","luna","nonmetropolitan  ",77,2,2,1,72,328,153,133,42,0
"1278","new mexico","otero5","nonmetropolitan  ",NA,1,8,3,NA,243,124,106,13,0
"1279","new mexico","quay","nonmetropolitan  ",4,0,0,0,4,16,10,5,1,0
"1280","new mexico","roosevelt","nonmetropolitan  ",7,0,2,0,5,67,30,31,6,0
"1281","new mexico","socorro","nonmetropolitan  ",21,0,0,2,19,79,41,33,5,1
"1282","new york","albany","metropolitan  ",33,0,4,3,26,103,28,74,1,0
"1283","new york","broome","metropolitan  ",56,1,9,7,39,1001,197,780,24,3
"1284","new york","chemung","metropolitan  ",15,1,3,1,10,339,77,251,11,3
"1285","new york","dutchess","metropolitan  ",60,0,2,4,54,815,195,584,36,2
"1286","new york","erie","metropolitan  ",128,1,15,10,102,966,197,735,34,5
"1287","new york","herkimer","metropolitan  ",0,0,0,0,0,5,0,5,0,0
"1288","new york","livingston","metropolitan  ",34,0,6,1,27,482,90,385,7,3
"1289","new york","madison","metropolitan  ",12,0,3,0,9,274,79,191,4,3
"1290","new york","monroe","metropolitan  ",195,3,16,51,125,3779,588,3054,137,8
"1291","new york","nassau","metropolitan  ",1602,14,58,748,782,14847,1929,11900,1018,NA
"1292","new york","niagara","metropolitan  ",78,2,9,8,59,1387,378,960,49,6
"1293","new york","oneida","metropolitan  ",26,1,4,2,19,421,133,276,12,5
"1294","new york","onondaga","metropolitan  ",188,1,27,40,120,1873,360,1427,86,10
"1295","new york","ontario","metropolitan  ",44,0,10,6,28,970,187,760,23,1
"1296","new york","orange","metropolitan  ",11,0,1,1,9,47,23,22,2,1
"1297","new york","orleans","metropolitan  ",17,1,2,2,12,292,88,182,22,2
"1298","new york","oswego","metropolitan  ",36,1,8,6,21,385,123,232,30,0
"1299","new york","putnam","metropolitan  ",33,1,2,8,22,345,84,251,10,4
"1300","new york","rockland","metropolitan  ",9,0,1,1,7,44,2,41,1,0
"1301","new york","saratoga","metropolitan  ",49,0,8,6,35,1281,238,1009,34,7
"1302","new york","schenectady","metropolitan  ",3,0,0,1,2,47,2,44,1,0
"1303","new york","schoharie","metropolitan  ",2,0,0,0,2,105,34,70,1,2
"1304","new york","suffolk","metropolitan  ",122,0,0,2,120,4,0,4,0,0
"1305","new york","suffolk county police department","metropolitan  ",2166,39,91,890,1146,26235,3805,20490,1940,265
"1306","new york","tioga","metropolitan  ",15,0,4,1,10,253,60,183,10,4
"1307","new york","tompkins","metropolitan  ",28,1,6,2,19,407,83,307,17,0
"1308","new york","warren","metropolitan  ",51,0,7,8,36,738,89,640,9,4
"1309","new york","washington","metropolitan  ",31,2,9,2,18,355,78,270,7,1
"1310","new york","wayne","metropolitan  ",50,0,7,7,36,618,149,443,26,8
"1311","new york","westchester public safety","metropolitan  ",41,0,1,1,39,136,9,125,2,0
"1312","new york","allegany","nonmetropolitan  ",0,0,0,0,0,1,0,1,0,0
"1313","new york","cattaraugus","nonmetropolitan  ",44,2,3,2,37,552,173,348,31,2
"1314","new york","cayuga","nonmetropolitan  ",25,0,2,1,22,354,74,274,6,0
"1315","new york","chautauqua","nonmetropolitan  ",30,2,10,2,16,823,251,550,22,7
"1316","new york","chenango","nonmetropolitan  ",4,1,0,1,2,322,61,251,10,1
"1317","new york","clinton","nonmetropolitan  ",4,0,0,0,4,9,1,8,0,0
"1318","new york","columbia","nonmetropolitan  ",25,1,2,0,22,320,83,230,7,0
"1319","new york","cortland","nonmetropolitan  ",12,1,8,1,2,300,47,239,14,0
"1320","new york","delaware","nonmetropolitan  ",11,0,3,1,7,110,53,53,4,0
"1321","new york","essex","nonmetropolitan  ",0,0,0,0,0,0,0,0,0,0
"1322","new york","franklin","nonmetropolitan  ",0,0,0,0,0,0,0,0,0,0
"1323","new york","fulton","nonmetropolitan  ",13,0,0,2,11,324,87,224,13,0
"1324","new york","genesee","nonmetropolitan  ",48,1,10,2,35,663,135,501,27,0
"1325","new york","greene","nonmetropolitan  ",11,0,0,0,11,78,43,27,8,0
"1326","new york","lewis","nonmetropolitan  ",12,0,1,0,11,188,89,89,10,2
"1327","new york","montgomery","nonmetropolitan  ",25,0,0,4,21,404,65,327,12,1
"1328","new york","otsego","nonmetropolitan  ",12,0,2,0,10,216,87,123,6,1
"1329","new york","schuyler","nonmetropolitan  ",8,0,1,0,7,87,26,60,1,0
"1330","new york","seneca","nonmetropolitan  ",13,0,3,1,9,203,38,151,14,2
"1331","new york","steuben","nonmetropolitan  ",6,0,2,0,4,69,9,60,0,0
"1332","new york","st. lawrence","nonmetropolitan  ",13,0,1,1,11,52,16,34,2,0
"1333","new york","sullivan","nonmetropolitan  ",28,1,1,4,22,477,134,325,18,10
"1334","new york","wyoming","nonmetropolitan  ",13,0,0,0,13,217,55,154,8,0
"1335","new york","yates","nonmetropolitan  ",6,0,0,2,4,152,55,96,1,0
"1336","north carolina","alamance","metropolitan  ",161,1,5,16,139,1275,493,712,70,5
"1337","north carolina","alexander","metropolitan  ",78,3,9,10,56,758,298,418,42,7
"1338","north carolina","anson","metropolitan  ",83,4,4,15,60,608,247,300,61,1
"1339","north carolina","brunswick","metropolitan  ",162,2,21,27,112,2147,961,1036,150,32
"1340","north carolina","buncombe","metropolitan  ",194,5,24,50,115,2462,877,1356,229,7
"1341","north carolina","burke","metropolitan  ",100,3,7,18,72,1295,545,649,101,3
"1342","north carolina","cabarrus","metropolitan  ",73,4,11,16,42,1160,519,583,58,7
"1343","north carolina","caldwell","metropolitan  ",63,3,2,12,46,1472,519,856,97,17
"1344","north carolina","cumberland","metropolitan  ",740,13,34,182,511,4852,1335,3164,353,41
"1345","north carolina","currituck","metropolitan  ",44,1,4,2,37,514,170,325,19,2
"1346","north carolina","davie","metropolitan  ",43,1,4,7,31,671,259,380,32,2
"1347","north carolina","durham","metropolitan  ",60,1,1,19,39,922,309,542,71,2
"1348","north carolina","edgecombe","metropolitan  ",71,4,8,13,46,586,292,229,65,7
"1349","north carolina","franklin5","metropolitan  ",NA,1,5,14,NA,868,382,387,99,6
"1350","north carolina","gaston","metropolitan  ",16,0,0,0,16,4,0,3,1,0
"1351","north carolina","guilford","metropolitan  ",216,2,22,41,151,2154,870,1117,167,33
"1352","north carolina","haywood","metropolitan  ",98,0,6,4,88,958,390,517,51,5
"1353","north carolina","henderson","metropolitan  ",71,0,12,17,42,1582,626,816,140,1
"1354","north carolina","hoke","metropolitan  ",26,2,1,16,7,789,558,193,38,1
"1355","north carolina","johnston","metropolitan  ",187,3,25,35,124,2691,1001,1436,254,11
"1356","north carolina","madison","metropolitan  ",4,0,2,0,2,217,91,113,13,1
"1357","north carolina","nash","metropolitan  ",79,2,7,25,45,842,374,319,149,17
"1358","north carolina","new hanover","metropolitan  ",184,1,25,50,108,2635,676,1823,136,11
"1359","north carolina","onslow","metropolitan  ",289,6,31,49,203,3148,1127,1812,209,22
"1360","north carolina","orange","metropolitan  ",50,5,5,29,11,822,427,345,50,3
"1361","north carolina","person","metropolitan  ",67,2,5,6,54,626,231,351,44,1
"1362","north carolina","pitt","metropolitan  ",255,1,10,36,208,1835,736,984,115,6
"1363","north carolina","randolph","metropolitan  ",124,1,3,22,98,2208,647,1411,150,8
"1364","north carolina","rockingham","metropolitan  ",72,1,3,18,50,1517,532,864,121,1
"1365","north carolina","stokes","metropolitan  ",101,1,4,7,89,973,336,557,80,4
"1366","north carolina","union","metropolitan  ",311,5,17,22,267,2104,894,1087,123,11
"1367","north carolina","wake","metropolitan  ",165,3,15,34,113,1903,677,1010,216,13
"1368","north carolina","wayne","metropolitan  ",171,4,1,32,134,2101,819,1066,216,2
"1369","north carolina","yadkin","metropolitan  ",103,0,13,5,85,621,235,325,61,7
"1370","north carolina","alleghany","nonmetropolitan  ",1,0,0,1,0,28,2,26,0,0
