"","region","subregion","region_type","violent","murder","rape","robbery","assault","property","burglary","larceny","car","arson"
"2024","texas","uvalde","nonmetropolitan  ",20,0,3,0,17,138,42,83,13,2
"2025","texas","val verde","nonmetropolitan  ",2,1,0,0,1,121,36,75,10,0
"2026","texas","van zandt","nonmetropolitan  ",66,3,0,5,58,800,311,415,74,1
"2027","texas","walker","nonmetropolitan  ",47,1,6,4,36,434,176,225,33,0
"2028","texas","ward","nonmetropolitan  ",18,0,1,0,17,100,31,66,3,1
"2029","texas","washington","nonmetropolitan  ",33,1,2,0,30,155,70,79,6,0
"2030","texas","wharton","nonmetropolitan  ",76,0,1,4,71,437,232,177,28,8
"2031","texas","wheeler","nonmetropolitan  ",4,0,0,0,4,33,8,19,6,0
"2032","texas","wilbarger","nonmetropolitan  ",1,0,1,0,0,29,13,15,1,0
"2033","texas","willacy","nonmetropolitan  ",16,0,1,0,15,91,42,46,3,2
"2034","texas","winkler","nonmetropolitan  ",2,0,1,0,1,45,2,41,2,0
"2035","texas","wood","nonmetropolitan  ",73,1,1,5,66,544,176,325,43,3
"2036","texas","yoakum","nonmetropolitan  ",5,0,1,0,4,33,6,24,3,0
"2037","texas","young","nonmetropolitan  ",14,0,0,0,14,91,42,44,5,2
"2038","texas","zapata","nonmetropolitan  ",46,1,1,3,41,145,75,56,14,0
"2039","texas","zavala","nonmetropolitan  ",30,0,1,2,27,115,44,62,9,2
"2040","utah","cache","metropolitan  ",25,1,14,0,10,495,75,408,12,1
"2041","utah","davis","metropolitan  ",32,0,10,0,22,216,70,137,9,0
"2042","utah","juab","metropolitan  ",5,0,0,2,3,83,31,49,3,0
"2043","utah","morgan","metropolitan  ",1,0,0,1,0,61,13,40,8,0
"2044","utah","salt lake","metropolitan  ",654,2,71,114,467,8300,1505,5999,796,32
"2045","utah","summit","metropolitan  ",14,0,5,0,9,596,110,460,26,0
"2046","utah","tooele","metropolitan  ",45,1,6,6,32,387,45,308,34,4
"2047","utah","utah","metropolitan  ",47,0,12,3,32,392,99,263,30,6
"2048","utah","washington","metropolitan  ",39,1,4,1,33,121,38,75,8,2
"2049","utah","weber","metropolitan  ",41,1,8,13,19,1052,170,811,71,6
"2050","utah","beaver","nonmetropolitan  ",9,0,0,0,9,74,16,57,1,0
"2051","utah","box elder","nonmetropolitan  ",4,0,1,0,3,222,60,154,8,0
"2052","utah","carbon","nonmetropolitan  ",15,0,7,1,7,131,47,70,14,2
"2053","utah","daggett","nonmetropolitan  ",1,0,0,1,0,25,4,20,1,0
"2054","utah","duchesne","nonmetropolitan  ",17,0,4,0,13,142,36,95,11,1
"2055","utah","emery","nonmetropolitan  ",6,0,1,2,3,150,51,95,4,0
"2056","utah","grand","nonmetropolitan  ",7,0,0,0,7,67,21,37,9,0
"2057","utah","iron","nonmetropolitan  ",19,0,5,1,13,144,60,75,9,3
"2058","utah","kane","nonmetropolitan  ",8,0,4,1,3,55,34,21,0,0
"2059","utah","millard","nonmetropolitan  ",20,0,2,2,16,265,55,198,12,0
"2060","utah","rich","nonmetropolitan  ",2,0,0,0,2,45,11,33,1,0
"2061","utah","san juan","nonmetropolitan  ",12,0,2,1,9,34,11,23,0,0
"2062","utah","sevier","nonmetropolitan  ",11,0,2,0,9,213,58,148,7,2
"2063","utah","uintah","nonmetropolitan  ",20,0,4,0,16,240,47,164,29,5
"2064","utah","wasatch","nonmetropolitan  ",7,0,3,0,4,143,22,109,12,1
"2065","utah","wayne","nonmetropolitan  ",2,0,0,0,2,72,8,62,2,0
"2066","vermont","chittenden","metropolitan  ",0,0,0,0,0,1,0,1,0,0
"2067","vermont","franklin","metropolitan  ",17,0,3,5,9,289,62,207,20,1
"2068","vermont","grand isle","metropolitan  ",0,0,0,0,0,84,38,42,4,1
"2069","vermont","addison","nonmetropolitan  ",0,0,0,0,0,0,0,0,0,0
"2070","vermont","bennington","nonmetropolitan  ",0,0,0,0,0,0,0,0,0,0
"2071","vermont","caledonia","nonmetropolitan  ",1,0,0,0,1,4,1,3,0,0
"2072","vermont","lamoille","nonmetropolitan  ",9,0,2,0,7,128,28,96,4,0
"2073","vermont","orange","nonmetropolitan  ",0,0,0,0,0,46,9,37,0,0
"2074","vermont","orleans","nonmetropolitan  ",0,0,0,0,0,35,7,28,0,0
"2075","vermont","rutland","nonmetropolitan  ",3,0,0,0,3,111,12,98,1,0
"2076","vermont","washington","nonmetropolitan  ",1,0,0,0,1,0,0,0,0,0
"2077","vermont","windham","nonmetropolitan  ",0,0,0,0,0,1,0,1,0,0
"2078","vermont","windsor","nonmetropolitan  ",0,0,0,0,0,0,0,0,0,0
"2079","virginia","albemarle county police department","metropolitan  ",128,3,24,37,64,1929,239,1588,102,18
"2080","virginia","amelia","metropolitan  ",15,0,3,0,12,156,38,95,23,2
"2081","virginia","amherst","metropolitan  ",32,1,7,6,18,529,59,435,35,7
"2082","virginia","appomattox","metropolitan  ",10,0,4,2,4,125,31,84,10,2
"2083","virginia","arlington county police department","metropolitan  ",316,3,22,145,146,4818,390,4116,312,6
"2084","virginia","bedford","metropolitan  ",51,0,18,4,29,774,119,601,54,2
"2085","virginia","botetourt","metropolitan  ",20,0,6,1,13,357,46,294,17,3
"2086","virginia","campbell","metropolitan  ",77,2,19,11,45,833,166,616,51,5
"2087","virginia","caroline","metropolitan  ",66,0,12,13,41,440,87,348,5,13
"2088","virginia","charles city","metropolitan  ",6,1,0,1,4,29,14,9,6,0
"2089","virginia","chesterfield county police department","metropolitan  ",609,11,64,321,213,7213,1575,5172,466,93
"2090","virginia","clarke","metropolitan  ",10,1,2,0,7,172,17,141,14,3
"2091","virginia","cumberland","metropolitan  ",14,0,3,2,9,65,17,41,7,0
"2092","virginia","dinwiddie","metropolitan  ",45,0,10,6,29,486,129,306,51,6
"2093","virginia","fairfax county police department","metropolitan  ",714,19,60,333,302,18216,1375,15760,1081,105
"2094","virginia","fauquier","metropolitan  ",39,1,9,6,23,609,80,471,58,7
"2095","virginia","fluvanna","metropolitan  ",18,1,3,2,12,219,62,137,20,4
"2096","virginia","franklin","metropolitan  ",36,1,7,7,21,575,119,425,31,1
"2097","virginia","frederick","metropolitan  ",127,1,46,14,66,1589,366,1088,135,9
"2098","virginia","giles","metropolitan  ",15,0,3,1,11,180,54,112,14,0
"2099","virginia","gloucester","metropolitan  ",21,1,5,5,10,489,40,427,22,9
"2100","virginia","greene","metropolitan  ",35,0,5,5,25,218,52,155,11,3
"2101","virginia","hanover","metropolitan  ",39,1,8,10,20,1133,110,969,54,7
"2102","virginia","henrico county police department","metropolitan  ",582,17,35,331,199,9062,1486,7005,571,93
"2103","virginia","isle of wight","metropolitan  ",45,2,5,13,25,476,138,308,30,5
"2104","virginia","james city county police department","metropolitan  ",71,1,13,18,39,924,200,691,33,21
"2105","virginia","king and queen","metropolitan  ",8,0,1,0,7,41,9,31,1,1
"2106","virginia","king william","metropolitan  ",4,0,0,3,1,79,9,55,15,1
"2107","virginia","loudoun","metropolitan  ",269,3,47,35,184,3116,280,2657,179,42
"2108","virginia","louisa","metropolitan  ",40,1,16,5,18,452,78,359,15,6
"2109","virginia","mathews","metropolitan  ",5,0,2,0,3,87,23,60,4,1
"2110","virginia","montgomery","metropolitan  ",47,1,7,2,37,547,159,337,51,8
"2111","virginia","nelson","metropolitan  ",8,0,1,1,6,261,70,171,20,3
"2112","virginia","new kent","metropolitan  ",33,0,3,8,22,248,51,173,24,4
"2113","virginia","pittsylvania","metropolitan  ",73,2,12,16,43,582,229,325,28,2
"2114","virginia","powhatan","metropolitan  ",11,4,1,3,3,318,79,211,28,0
"2115","virginia","prince george county police department","metropolitan  ",41,0,8,13,20,438,85,325,28,3
"2116","virginia","prince william county police department","metropolitan  ",560,12,24,261,263,7555,1081,5840,634,74
"2117","virginia","pulaski","metropolitan  ",65,1,11,5,48,616,106,485,25,6
"2118","virginia","roanoke county police department","metropolitan  ",116,2,15,18,81,1199,223,906,70,14
"2119","virginia","rockingham","metropolitan  ",20,1,7,0,12,273,112,153,8,1
"2120","virginia","scott","metropolitan  ",39,2,6,1,30,468,104,332,32,2
"2121","virginia","spotsylvania","metropolitan  ",288,1,41,46,200,2473,297,2038,138,5
"2122","virginia","stafford","metropolitan  ",181,2,46,40,93,1702,213,1353,136,12
"2123","virginia","surry","metropolitan  ",16,1,0,2,13,89,41,43,5,1
"2124","virginia","sussex","metropolitan  ",25,0,1,4,20,174,49,107,18,2
"2125","virginia","warren","metropolitan  ",14,2,5,1,6,423,38,357,28,3
"2126","virginia","washington","metropolitan  ",57,2,13,7,35,1143,253,842,48,9
"2127","virginia","york","metropolitan  ",65,1,8,26,30,1277,201,1038,38,16
"2128","virginia","accomack","nonmetropolitan  ",69,2,11,30,26,600,182,377,41,0
"2129","virginia","alleghany","nonmetropolitan  ",9,0,1,0,8,103,28,69,6,0
"2130","virginia","augusta","nonmetropolitan  ",82,0,9,8,65,802,148,605,49,9
"2131","virginia","bath","nonmetropolitan  ",1,0,0,0,1,32,7,25,0,0
"2132","virginia","bland","nonmetropolitan  ",0,0,0,0,0,51,12,36,3,1
"2133","virginia","brunswick","nonmetropolitan  ",17,1,1,3,12,134,34,77,23,0
"2134","virginia","buchanan","nonmetropolitan  ",44,1,6,2,35,468,147,276,45,6
"2135","virginia","buckingham","nonmetropolitan  ",30,0,3,6,21,196,65,107,24,3
"2136","virginia","carroll","nonmetropolitan  ",52,2,4,2,44,399,144,216,39,4
"2137","virginia","charlotte","nonmetropolitan  ",33,2,2,7,22,170,60,97,13,3
"2138","virginia","culpeper","nonmetropolitan  ",27,0,5,1,21,335,33,263,39,1
"2139","virginia","dickenson","nonmetropolitan  ",27,2,5,3,17,214,63,135,16,4
"2140","virginia","essex","nonmetropolitan  ",13,0,5,3,5,87,11,60,16,2
"2141","virginia","floyd","nonmetropolitan  ",8,1,1,0,6,155,38,104,13,2
"2142","virginia","grayson","nonmetropolitan  ",20,5,2,1,12,144,49,77,18,1
"2143","virginia","greensville","nonmetropolitan  ",15,1,3,6,5,199,67,121,11,1
"2144","virginia","halifax","nonmetropolitan  ",35,1,5,6,23,414,142,236,36,4
"2145","virginia","henry","nonmetropolitan  ",158,6,9,35,108,1211,366,762,83,8
"2146","virginia","highland","nonmetropolitan  ",0,0,0,0,0,15,7,8,0,0
"2147","virginia","king george","nonmetropolitan  ",33,0,9,4,20,416,78,317,21,3
"2148","virginia","lancaster","nonmetropolitan  ",10,1,1,0,8,116,30,75,11,0
"2149","virginia","lee","nonmetropolitan  ",20,1,2,2,15,368,100,253,15,0
"2150","virginia","lunenburg","nonmetropolitan  ",13,0,1,2,10,105,38,50,17,3
"2151","virginia","mecklenburg","nonmetropolitan  ",32,1,4,5,22,433,125,278,30,8
"2152","virginia","northampton","nonmetropolitan  ",17,0,1,6,10,229,76,134,19,0
"2153","virginia","northumberland","nonmetropolitan  ",12,0,2,2,8,181,67,105,9,0
"2154","virginia","nottoway","nonmetropolitan  ",19,0,1,1,17,56,17,36,3,1
"2155","virginia","orange","nonmetropolitan  ",15,1,3,1,10,254,51,179,24,5
"2156","virginia","page","nonmetropolitan  ",19,0,6,0,13,254,84,157,13,3
"2157","virginia","patrick","nonmetropolitan  ",18,0,4,2,12,406,109,252,45,2
"2158","virginia","prince edward","nonmetropolitan  ",15,0,2,3,10,79,33,39,7,0
"2159","virginia","rappahannock","nonmetropolitan  ",4,0,2,0,2,47,10,33,4,1
"2160","virginia","richmond","nonmetropolitan  ",7,1,3,0,3,47,6,37,4,0
"2161","virginia","rockbridge","nonmetropolitan  ",19,0,9,1,9,254,57,185,12,3
"2162","virginia","russell","nonmetropolitan  ",27,0,3,3,21,289,79,190,20,7
"2163","virginia","shenandoah","nonmetropolitan  ",39,0,6,2,31,330,91,215,24,0
"2164","virginia","smyth","nonmetropolitan  ",32,5,4,0,23,320,63,241,16,4
"2165","virginia","southampton","nonmetropolitan  ",30,1,2,14,13,381,96,254,31,0
"2166","virginia","tazewell","nonmetropolitan  ",42,2,4,4,32,541,134,378,29,2
"2167","virginia","westmoreland","nonmetropolitan  ",8,1,0,1,6,157,31,117,9,1
"2168","virginia","wise","nonmetropolitan  ",46,0,7,3,36,366,118,221,27,13
"2169","virginia","wythe","nonmetropolitan  ",25,2,7,2,14,129,22,103,4,0
"2170","washington","asotin","metropolitan  ",14,1,2,0,11,192,39,148,5,0
"2171","washington","benton","metropolitan  ",68,0,9,5,54,551,206,310,35,4
"2172","washington","chelan","metropolitan  ",35,2,15,3,15,878,120,698,60,2
"2173","washington","clark","metropolitan  ",276,2,66,47,161,4396,813,2919,664,37
"2174","washington","cowlitz","metropolitan  ",50,1,25,2,22,710,240,407,63,5
"2175","washington","douglas","metropolitan  ",48,0,7,6,35,420,119,272,29,4
"2176","washington","franklin","metropolitan  ",13,0,1,1,11,163,52,95,16,1
"2177","washington","king","metropolitan  ",549,8,107,181,253,7040,2407,3729,904,104
"2178","washington","kitsap","metropolitan  ",674,2,123,44,505,3760,1045,2538,177,29
"2179","washington","pierce","metropolitan  ",1147,10,107,204,826,10037,2535,6077,1425,63
"2180","washington","skagit","metropolitan  ",80,7,18,11,44,1491,461,906,124,10
"2181","washington","skamania","metropolitan  ",11,0,3,1,7,196,55,124,17,0
"2182","washington","spokane","metropolitan  ",247,4,9,25,209,2473,646,1599,228,13
"2183","washington","thurston","metropolitan  ",320,0,32,30,258,3282,865,2239,178,23
"2184","washington","whatcom","metropolitan  ",131,0,35,5,91,1376,493,761,122,5
"2185","washington","yakima","metropolitan  ",132,6,17,42,67,2509,943,1157,409,67
"2186","washington","adams","nonmetropolitan  ",27,0,5,1,21,302,93,173,36,2
"2187","washington","clallam","nonmetropolitan  ",51,2,17,2,30,585,166,380,39,7
"2188","washington","columbia","nonmetropolitan  ",2,0,0,0,2,206,29,170,7,0
"2189","washington","ferry","nonmetropolitan  ",7,1,0,0,6,20,11,8,1,0
"2190","washington","garfield","nonmetropolitan  ",2,0,0,0,2,56,20,34,2,0
"2191","washington","grant","nonmetropolitan  ",81,4,8,17,52,1480,529,817,134,15
"2192","washington","grays harbor","nonmetropolitan  ",32,2,4,4,22,370,138,192,40,1
"2193","washington","island","nonmetropolitan  ",39,0,13,4,22,1130,456,643,31,1
"2194","washington","jefferson","nonmetropolitan  ",34,0,7,0,27,431,164,255,12,1
"2195","washington","kittitas","nonmetropolitan  ",19,0,2,1,16,487,134,311,42,0
"2196","washington","klickitat","nonmetropolitan  ",10,0,0,1,9,151,103,16,32,0
"2197","washington","lewis","nonmetropolitan  ",70,0,14,3,53,851,264,528,59,8
"2198","washington","lincoln","nonmetropolitan  ",8,0,5,1,2,160,43,114,3,2
"2199","washington","mason","nonmetropolitan  ",140,0,31,11,98,1639,641,844,154,9
"2200","washington","okanogan","nonmetropolitan  ",13,0,3,2,8,470,171,269,30,0
"2201","washington","pacific","nonmetropolitan  ",22,0,4,1,17,380,158,204,18,3
"2202","washington","pend oreille","nonmetropolitan  ",7,0,1,2,4,394,107,257,30,0
"2203","washington","san juan","nonmetropolitan  ",6,1,0,0,5,259,86,153,20,1
"2204","washington","stevens","nonmetropolitan  ",37,1,15,3,18,633,243,331,59,3
"2205","washington","wahkiakum","nonmetropolitan  ",6,0,0,1,5,50,19,28,3,0
"2206","washington","walla walla","nonmetropolitan  ",19,0,8,1,10,336,83,238,15,0
"2207","washington","whitman","nonmetropolitan  ",5,0,2,0,3,73,27,38,8,1
"2208","west virginia","berkeley","metropolitan  ",53,2,0,21,30,1208,351,792,65,12
"2209","west virginia","boone","metropolitan  ",14,0,0,1,13,87,23,39,25,2
"2210","west virginia","brooke","metropolitan  ",9,0,0,1,8,116,43,62,11,1
"2211","west virginia","cabell","metropolitan  ",61,1,9,22,29,846,211,571,64,6
"2212","west virginia","hampshire","metropolitan  ",24,0,2,1,21,110,56,45,9,0
"2213","west virginia","jefferson","metropolitan  ",37,0,2,12,23,471,135,312,24,8
"2214","west virginia","kanawha","metropolitan  ",202,6,15,35,146,1474,495,845,134,21
"2215","west virginia","marshall","metropolitan  ",18,0,4,1,13,251,63,165,23,1
"2216","west virginia","mineral","metropolitan  ",148,4,1,1,142,64,15,46,3,1
"2217","west virginia","morgan","metropolitan  ",7,0,1,2,4,58,19,33,6,1
"2218","west virginia","putnam","metropolitan  ",55,0,10,5,40,922,159,688,75,7
"2219","west virginia","wayne","metropolitan  ",2,0,0,1,1,143,60,72,11,0
"2220","west virginia","braxton","nonmetropolitan  ",13,0,0,0,13,33,15,16,2,0
"2221","west virginia","fayette","nonmetropolitan  ",53,2,6,5,40,274,122,116,36,3
"2222","west virginia","greenbrier","nonmetropolitan  ",11,0,1,1,9,144,41,92,11,0
"2223","west virginia","hardy","nonmetropolitan  ",12,0,0,1,11,57,27,27,3,0
"2224","west virginia","harrison","nonmetropolitan  ",44,0,0,7,37,418,126,262,30,8
"2225","west virginia","jackson","nonmetropolitan  ",13,0,1,1,11,153,45,88,20,0
"2226","west virginia","lewis","nonmetropolitan  ",8,0,0,1,7,18,1,14,3,1
"2227","west virginia","mason","nonmetropolitan  ",10,0,0,0,10,184,0,158,26,1
"2228","west virginia","mercer","nonmetropolitan  ",127,5,3,8,111,535,240,243,52,8
"2229","west virginia","monroe","nonmetropolitan  ",8,0,0,0,8,25,14,10,1,0
"2230","west virginia","raleigh","nonmetropolitan  ",83,1,5,18,59,1046,334,647,65,11
"2231","west virginia","randolph","nonmetropolitan  ",12,0,0,0,12,49,15,31,3,0
"2232","west virginia","upshur","nonmetropolitan  ",6,0,3,0,3,94,15,71,8,0
"2233","west virginia","wyoming","nonmetropolitan  ",3,0,0,1,2,231,167,59,5,0
"2234","wisconsin","brown","metropolitan  ",46,0,14,4,28,1342,289,1011,42,4
"2235","wisconsin","calumet","metropolitan  ",8,1,2,0,5,175,40,129,6,0
"2236","wisconsin","chippewa","metropolitan  ",14,0,6,1,7,378,69,292,17,0
"2237","wisconsin","columbia","metropolitan  ",38,0,7,0,31,389,134,238,17,4
"2238","wisconsin","dane","metropolitan  ",57,1,13,7,36,1163,297,805,61,4
"2239","wisconsin","douglas","metropolitan  ",10,0,3,2,5,230,102,117,11,2
"2240","wisconsin","eau claire","metropolitan  ",11,1,3,2,5,259,96,158,5,0
"2241","wisconsin","fond du lac","metropolitan  ",37,0,9,1,27,289,84,185,20,1
"2242","wisconsin","iowa","metropolitan  ",10,1,1,3,5,171,43,123,5,1
"2243","wisconsin","kenosha","metropolitan  ",42,1,6,8,27,807,209,552,46,4
"2244","wisconsin","kewaunee","metropolitan  ",3,0,0,0,3,84,15,62,7,2
"2245","wisconsin","la crosse","metropolitan  ",22,0,1,2,19,198,53,133,12,2
"2246","wisconsin","marathon","metropolitan  ",146,0,15,2,129,464,125,323,16,1
"2247","wisconsin","milwaukee","metropolitan  ",1,0,0,1,0,17,0,17,0,0
"2248","wisconsin","oconto","metropolitan  ",1,0,0,0,1,468,121,303,44,0
"2249","wisconsin","outagamie","metropolitan  ",23,0,7,0,16,461,76,360,25,1
"2250","wisconsin","ozaukee","metropolitan  ",10,0,0,1,9,156,20,128,8,4
"2251","wisconsin","pierce","metropolitan  ",9,0,0,0,9,160,49,96,15,0
"2252","wisconsin","racine","metropolitan  ",15,0,3,10,2,689,85,557,47,0
"2253","wisconsin","rock","metropolitan  ",40,0,14,2,24,496,153,319,24,3
"2254","wisconsin","sheboygan","metropolitan  ",32,0,3,2,27,548,87,446,15,6
"2255","wisconsin","st. croix","metropolitan  ",31,0,6,2,23,480,110,343,27,2
"2256","wisconsin","washington","metropolitan  ",32,0,9,6,17,620,112,487,21,10
"2257","wisconsin","waukesha","metropolitan  ",21,0,6,0,15,682,99,562,21,0
"2258","wisconsin","winnebago","metropolitan  ",26,0,1,1,24,411,138,249,24,1
"2259","wisconsin","adams","nonmetropolitan  ",26,0,4,1,21,479,259,205,15,0
"2260","wisconsin","ashland","nonmetropolitan  ",11,0,0,0,11,48,10,28,10,0
"2261","wisconsin","barron","nonmetropolitan  ",2,0,0,2,0,251,81,151,19,2
"2262","wisconsin","bayfield","nonmetropolitan  ",21,0,0,0,21,273,91,176,6,0
"2263","wisconsin","buffalo","nonmetropolitan  ",2,0,1,0,1,45,10,28,7,1
"2264","wisconsin","burnett","nonmetropolitan  ",9,1,1,0,7,279,113,157,9,0
"2265","wisconsin","clark","nonmetropolitan  ",19,0,4,0,15,379,101,265,13,1
"2266","wisconsin","crawford","nonmetropolitan  ",20,0,8,0,12,157,35,122,0,1
"2267","wisconsin","dodge","nonmetropolitan  ",45,1,2,1,41,263,81,160,22,3
"2268","wisconsin","door","nonmetropolitan  ",12,0,1,2,9,224,41,173,10,0
"2269","wisconsin","dunn","nonmetropolitan  ",38,0,4,1,33,221,72,132,17,0
"2270","wisconsin","florence","nonmetropolitan  ",6,1,1,0,4,117,29,85,3,0
"2271","wisconsin","forest","nonmetropolitan  ",6,0,0,1,5,122,22,94,6,1
"2272","wisconsin","grant","nonmetropolitan  ",19,1,0,0,18,205,72,119,14,0
"2273","wisconsin","green","nonmetropolitan  ",9,0,1,0,8,162,26,125,11,1
"2274","wisconsin","green lake","nonmetropolitan  ",2,0,1,0,1,85,22,59,4,0
"2275","wisconsin","iron","nonmetropolitan  ",8,0,0,1,7,55,19,36,0,0
"2276","wisconsin","jackson","nonmetropolitan  ",8,1,5,0,2,240,79,132,29,0
"2277","wisconsin","jefferson","nonmetropolitan  ",36,1,4,5,26,400,117,255,28,3
"2278","wisconsin","juneau","nonmetropolitan  ",27,0,4,3,20,211,76,118,17,0
"2279","wisconsin","lafayette","nonmetropolitan  ",1,0,1,0,0,149,34,108,7,1
"2280","wisconsin","langlade","nonmetropolitan  ",16,0,2,0,14,248,69,166,13,1
"2281","wisconsin","lincoln","nonmetropolitan  ",4,0,2,0,2,151,50,85,16,0
"2282","wisconsin","manitowoc","nonmetropolitan  ",23,0,3,0,20,194,50,139,5,3
"2283","wisconsin","marinette","nonmetropolitan  ",11,3,4,0,4,462,211,228,23,0
"2284","wisconsin","marquette","nonmetropolitan  ",16,0,2,1,13,190,55,115,20,0
"2285","wisconsin","menominee","nonmetropolitan  ",2,0,0,1,1,71,27,43,1,0
"2286","wisconsin","monroe","nonmetropolitan  ",5,0,0,1,4,260,53,183,24,0
"2287","wisconsin","oneida","nonmetropolitan  ",11,0,0,0,11,276,76,189,11,1
"2288","wisconsin","pepin","nonmetropolitan  ",4,0,1,0,3,18,11,5,2,0
"2289","wisconsin","polk","nonmetropolitan  ",67,1,15,0,51,393,137,223,33,2
"2290","wisconsin","portage","nonmetropolitan  ",7,0,2,1,4,364,105,248,11,5
"2291","wisconsin","price","nonmetropolitan  ",37,1,1,0,35,78,34,40,4,0
"2292","wisconsin","richland","nonmetropolitan  ",13,0,0,0,13,127,51,67,9,0
"2293","wisconsin","rusk","nonmetropolitan  ",9,0,1,0,8,157,53,96,8,1
"2294","wisconsin","sauk","nonmetropolitan  ",30,0,7,2,21,616,129,466,21,2
"2295","wisconsin","sawyer","nonmetropolitan  ",24,0,5,0,19,246,51,173,22,3
"2296","wisconsin","shawano","nonmetropolitan  ",3,0,1,1,1,401,113,253,35,0
"2297","wisconsin","taylor","nonmetropolitan  ",12,1,5,0,6,183,47,124,12,0
"2298","wisconsin","trempealeau","nonmetropolitan  ",5,0,2,0,3,136,35,91,10,0
"2299","wisconsin","vernon","nonmetropolitan  ",8,1,1,0,6,167,51,97,19,0
"2300","wisconsin","vilas","nonmetropolitan  ",10,0,5,0,5,233,53,167,13,1
"2301","wisconsin","walworth","nonmetropolitan  ",19,0,8,4,7,354,54,281,19,1
"2302","wisconsin","washburn","nonmetropolitan  ",8,0,2,0,6,256,98,144,14,0
"2303","wisconsin","waupaca","nonmetropolitan  ",37,0,9,1,27,463,138,291,34,7
"2304","wisconsin","waushara","nonmetropolitan  ",7,0,1,0,6,272,48,211,13,0
"2305","wisconsin","wood","nonmetropolitan  ",4,0,1,0,3,196,69,116,11,0
"2306","wyoming","laramie","metropolitan  ",58,1,5,5,47,551,120,398,33,2
"2307","wyoming","natrona","metropolitan  ",17,0,6,1,10,278,111,139,28,1
"2308","wyoming","albany","nonmetropolitan  ",5,1,0,0,4,68,15,42,11,0
"2309","wyoming","big horn","nonmetropolitan  ",7,0,4,0,3,22,16,4,2,0
"2310","wyoming","campbell","nonmetropolitan  ",30,0,1,0,29,237,55,161,21,2
"2311","wyoming","carbon","nonmetropolitan  ",9,0,0,0,9,47,7,38,2,0
"2312","wyoming","converse","nonmetropolitan  ",3,0,0,0,3,39,4,32,3,0
"2313","wyoming","crook","nonmetropolitan  ",1,0,1,0,0,72,15,55,2,0
"2314","wyoming","fremont","nonmetropolitan  ",18,0,1,0,17,179,50,114,15,5
"2315","wyoming","goshen","nonmetropolitan  ",20,0,2,0,18,67,4,60,3,1
"2316","wyoming","hot springs","nonmetropolitan  ",1,0,0,0,1,31,7,23,1,1
"2317","wyoming","johnson","nonmetropolitan  ",0,0,0,0,0,30,4,25,1,0
"2318","wyoming","lincoln","nonmetropolitan  ",8,0,2,0,6,106,22,76,8,2
"2319","wyoming","niobrara","nonmetropolitan  ",1,0,1,0,0,5,1,4,0,0
"2320","wyoming","park","nonmetropolitan  ",28,0,5,0,23,100,23,72,5,0
"2321","wyoming","platte","nonmetropolitan  ",1,0,0,0,1,31,7,24,0,1
"2322","wyoming","sheridan","nonmetropolitan  ",14,0,4,0,10,60,12,47,1,0
"2323","wyoming","sublette","nonmetropolitan  ",22,0,3,2,17,221,48,156,17,1
"2324","wyoming","sweetwater","nonmetropolitan  ",22,0,2,0,20,141,35,91,15,1
"2325","wyoming","teton","nonmetropolitan  ",8,1,1,0,6,122,13,103,6,1
"2326","wyoming","uinta","nonmetropolitan  ",3,0,1,0,2,75,3,62,10,0
"2327","wyoming","washakie","nonmetropolitan  ",7,0,0,0,7,10,0,8,2,0
"2328","wyoming","weston","nonmetropolitan  ",0,0,0,0,0,7,4,2,1,0
